time,symbol,field,value
2023-01-20 14:31:00+00:00,MMM,High,118.6999969482
2023-01-20 14:32:00+00:00,MMM,High,118.4936981201
2023-01-20 14:33:00+00:00,MMM,High,117.9000015259
2023-01-20 14:34:00+00:00,MMM,High,117.6900024414
2023-01-20 14:35:00+00:00,MMM,High,117.5130996704
2023-01-20 14:36:00+00:00,MMM,High,117.5999984741
2023-01-20 14:37:00+00:00,MMM,High,117.6999969482
2023-01-20 14:38:00+00:00,MMM,High,117.4699020386
2023-01-20 14:39:00+00:00,MMM,High,117.4199981689
2023-01-20 14:40:00+00:00,MMM,High,117.3249969482
2023-01-20 14:41:00+00:00,MMM,High,117.2156982422
2023-01-20 14:42:00+00:00,MMM,High,117.2199020386
2023-01-20 14:43:00+00:00,MMM,High,117.1500015259
2023-01-20 14:44:00+00:00,MMM,High,117.1699981689
2023-01-20 14:45:00+00:00,MMM,High,117.1399993896
2023-01-20 14:46:00+00:00,MMM,High,117.1699981689
2023-01-20 14:47:00+00:00,MMM,High,117.0999984741
2023-01-20 14:48:00+00:00,MMM,High,117.2432022095
2023-01-20 14:49:00+00:00,MMM,High,117.1900024414
2023-01-20 14:50:00+00:00,MMM,High,117.1149978638
2023-01-20 14:51:00+00:00,MMM,High,117.1699981689
2023-01-20 14:52:00+00:00,MMM,High,117.0906982422
2023-01-20 14:53:00+00:00,MMM,High,117.0749969482
2023-01-20 14:54:00+00:00,MMM,High,117.0299987793
2023-01-20 14:55:00+00:00,MMM,High,117.0500030518
2023-01-20 14:56:00+00:00,MMM,High,117.1050033569
2023-01-20 14:57:00+00:00,MMM,High,117.0400009155
2023-01-20 14:58:00+00:00,MMM,High,117.0299987793
2023-01-20 14:59:00+00:00,MMM,High,117.0
2023-01-20 15:00:00+00:00,MMM,High,116.9000015259
2023-01-20 15:01:00+00:00,MMM,High,116.8799972534
2023-01-20 15:02:00+00:00,MMM,High,117.0
2023-01-20 15:03:00+00:00,MMM,High,117.0100021362
2023-01-20 15:04:00+00:00,MMM,High,116.9599990845
2023-01-20 15:05:00+00:00,MMM,High,117.0299987793
2023-01-20 15:06:00+00:00,MMM,High,117.0500030518
2023-01-20 15:07:00+00:00,MMM,High,117.0999984741
2023-01-20 15:08:00+00:00,MMM,High,117.1999969482
2023-01-20 15:09:00+00:00,MMM,High,117.1699981689
2023-01-20 15:10:00+00:00,MMM,High,117.0899963379
2023-01-20 15:11:00+00:00,MMM,High,117.1699981689
2023-01-20 15:12:00+00:00,MMM,High,117.2099990845
2023-01-20 15:13:00+00:00,MMM,High,117.2300033569
2023-01-20 15:14:00+00:00,MMM,High,117.179901123
2023-01-20 15:15:00+00:00,MMM,High,117.0800018311
2023-01-20 15:16:00+00:00,MMM,High,117.0800018311
2023-01-20 15:17:00+00:00,MMM,High,117.0899963379
2023-01-20 15:18:00+00:00,MMM,High,117.0462036133
2023-01-20 15:19:00+00:00,MMM,High,116.9879989624
2023-01-20 15:20:00+00:00,MMM,High,117.0624008179
2023-01-20 15:21:00+00:00,MMM,High,117.1999969482
2023-01-20 15:22:00+00:00,MMM,High,117.25
2023-01-20 15:23:00+00:00,MMM,High,117.2900009155
2023-01-20 15:24:00+00:00,MMM,High,117.2900009155
2023-01-20 15:25:00+00:00,MMM,High,117.3899993896
2023-01-20 15:26:00+00:00,MMM,High,117.4599990845
2023-01-20 15:27:00+00:00,MMM,High,117.5100021362
2023-01-20 15:28:00+00:00,MMM,High,117.5199966431
2023-01-20 15:29:00+00:00,MMM,High,117.5199966431
2023-01-20 15:30:00+00:00,MMM,High,117.5531005859
2023-01-20 15:31:00+00:00,MMM,High,117.5599975586
